artistID	name	freq	listeners
4308	Client	17	209804
1992	King Diamond	17	236804
6756	Amiina	17	336418
2478	Danny Elfman	17	842169
811	Sonic Syndicate	17	477943
2031	Bee Gees	17	1416628
1650	Anti-Flag	17	798360
2419	Billie Holiday	17	1343674
1113	Ayreon	17	294698
1731	Hammock	17	506644
5746	Robert Pattinson	17	155101
438	O Teatro Mágico	17	110595
1396	Digitalism	17	1014887
2842	Stevie Ray Vaughan	17	802889
5966	Circa Survive	17	546071
4620	Cat Stevens	17	1309788
606	José González	17	1624737
3367	Cinema Bizarre	17	106797
2183	Heart	17	1027419
3676	Richard Ashcroft	17	551869
1132	Joe Satriani	17	538370
1971	Laura Marling	17	1038247
1941	Gnarls Barkley	17	1603953
2289	Stereolab	17	584462
1066	Ayria	17	111651
2424	The New Pornographers	16	732412
905	Crowded House	16	797709
2673	Plaid	16	394793
814	Caliban	16	341667
2062	In This Moment	16	336434
2747	Дельфин	16	204787
4350	Rouge	16	81927
2984	Claudia Leitte	16	76950
2847	Emarosa	16	239918
3621	Coheed and Cambria	16	824872
1389	Eisley	16	406493
583	John Lee Hooker	16	799919
32	Covenant	16	244052
4218	Pennywise	16	668215
1054	Camp Rock	16	141121
3289	Front 242	16	227394
2788	Joan Jett and the Blackhearts	16	389612
3205	Mallu Magalhães	16	169938
1468	Kansas	16	1160791
1231	The Dresden Dolls	16	544312
494	Finch	16	542740
1710	Therion	16	382043
3341	Motion City Soundtrack	16	922372
1521	Morbid Angel	16	280644
1786	Сплин	16	376930
3288	Annie	16	527224
2606	The Stone Roses	16	1174377
909	Delta Goodrem	16	352845
3310	Édith Piaf	16	695423
3892	Soda Stereo	16	295119
1103	Iggy Pop	16	1510456
2029	Madness	16	771328
2921	Ghostface Killah	16	625804
2902	Buddy Holly	16	874676
256	Kid Abelha	16	158866
4126	Vangelis	16	829288
4920	James Horner	16	612330
2941	Hinder	16	986060
2425	Copeland	16	494317
2970	Hypocrisy	16	246618
2475	Captain Beefheart & His Magic Band	16	494164
2493	Mr. Bungle	16	322749
1194	Hawthorne Heights	16	578779
1946	Madlib	16	421695
4850	Strike	16	152432
3712	The Lonely Island	16	833311
787	Paulina Rubio	16	304364
2430	From First to Last	16	566475
3030	Bombay Bicycle Club	16	1131198
3774	Uriah Heep	16	634593
5925	Peter Bjorn and John	16	1230393
3264	Marillion	15	490355
1808	Ratt	15	383111
2790	CRASHDÏET	15	93711
763	Mono	15	585240
999	Thompson Twins	15	460682
1380	Blue October	15	580321
2864	Stevie Ray Vaughan and Double Trouble	15	609459
1767	Carla Bruni	15	685458
5950	Cash Cash	15	488364
789	Dannii Minogue	15	266072
1533	Napalm Death	15	285930
1888	Wire	15	466999
4460	Cinderella	15	472735
6298	Something Corporate	15	675737
1257	Overkill	15	272001
3747	Vanguart	15	128550
1793	Schiller	15	342163
2746	Korpiklaani	15	419770
5767	LeAnn Rimes	15	569018
5157	Accept	15	500287
1522	Destruction	15	193581
2440	Juanes	15	626600
76	Electronic	15	230566
3491	Agnes	15	296714
396	L'Arc~en~Ciel	15	276591
1590	Skye Sweetnam	15	166948
443	The Rakes	15	670322
4793	Cachorro Grande	15	130866
2151	Meshuggah	15	436062
467	Darren Hayes	15	213742
1768	Pato Fu	15	145515
4384	The Raveonettes	15	659124
4732	Fischerspooner	15	636373
1502	Rooney	15	609830
1881	XTC	15	534757
5437	The Hush Sound	15	299482
631	Einstürzende Neubauten	15	285493
3240	Drowning Pool	15	1328549
1620	OutKast	15	2497097
4024	Benny Benassi	15	1147350
3469	Supergrass	15	1058172
5890	Elbow	15	1020565
1870	Dope	15	848387
1878	Devo	15	763962
3754	Third Eye Blind	15	1165477
2554	Hall & Oates	15	1266302
514	Ill Niño	15	736154
3071	Paul McCartney & Wings	15	716983
2843	Trapt	15	988298
592	Ennio Morricone	15	1110994
3318	Trey Songz	15	1379904
1859	Thousand Foot Krutch	15	719674
4369	Tom Petty and the Heartbreakers	15	1158241
5439	Hot Hot Heat	15	885862
491	Fort Minor	15	1235127
1965	Four Tet	15	911725
2853	Thin Lizzy	15	961772
3928	12 Stones	15	718775
1986	Metronomy	14	841872
1432	Tiziano Ferro	14	233213
5237	Gustavo Cerati	14	213930
3476	Saxon	14	423907
1518	Mumford & Sons	14	1798405
276	Gang Starr	14	931717
580	Muddy Waters	14	800728
2587	Late of the Pier	14	506156
1187	Dance Gavin Dance	14	284816
1641	The Game	14	2010659
6048	Godspeed You! Black Emperor	14	655836
3992	Everything but the Girl	14	839498
4092	Dinosaur Jr.	14	805991
80	Groove Armada	14	1390964
271	Mos Def	14	1059926
943	Nevermore	14	251641
2818	The Bloody Beetroots	14	622412
862	Primal Scream	14	995745
6159	Eluvium	14	572878
6374	Peaches	14	730821
1732	Joanna Newsom	14	639889
40	The Faint	14	572684
516	Celldweller	14	465414
1076	Wham!	14	1221335
2861	Rod Stewart	14	1334119
3753	Augustana	14	642301
1771	Rita Lee	14	214179
3316	Sean Paul	14	1380783
1189	Secondhand Serenade	14	514431
2143	DevilDriver	14	513845
5099	Train	14	1827654
2574	The Fall of Troy	14	384701
3458	The Byrds	14	1143583
2533	The Drums	14	928444
2398	Final Fantasy	14	355517
881	Kyuss	14	493570
541	Space Cowboy	14	316287
367	BIG BANG	14	161766
3674	Alizée	14	263012
3074	Jay Vaquer	14	35189
1904	SHINee	14	171697
5027	Le Tigre	14	679469
313	Allison Iraheta	14	86368
5441	Lenine	14	181584
1441	Eva Simons	14	345777
861	Killing Joke	14	397655
824	Ensiferum	14	398393
852	The Stranglers	14	799408
2893	Van Morrison	14	1647692
756	Arovane	14	212395
5549	Yo La Tengo	14	1088978
36	KMFDM	14	376270
1247	The Calling	14	897858
2067	Lara Fabian	14	244213
2086	Perfume	14	174757
572	Ray Charles	14	1666923
944	Symphony X	14	288960
4541	Lou Reed	14	1522467
4817	La Oreja de Van Gogh	14	332991
5423	...And You Will Know Us by the Trail of Dead	14	526551
1975	O.S.T.R.	14	209605
5267	Miranda Lambert	14	634980
3670	Matisyahu	14	796553
7868	Mike Posner	14	1080755
1788	Агата Кристи	14	148089
619	A Tribe Called Quest	14	1310765
1895	Visage	14	352040
2654	Bloodbath	14	230419
359	Maria Mena	14	542568
3308	Supertramp	14	1212022
2681	The Future Sound of London	14	555361
4130	Foreigner	14	1297951
1397	Fatboy Slim	14	1926955
1059	Alexz Johnson	14	99926
2572	Minus the Bear	14	674892
521	happysad	14	221871
3206	The Bird and The Bee	13	624346
476	M. Pokora	13	89392
2983	Detonautas Roque Clube	13	114321
1303	Assemblage 23	13	157352
3744	Bikini Kill	13	284287
3966	Modern Talking	13	442776
3700	Atlas Sound	13	408909
2415	Built to Spill	13	814433
699	Esmée Denters	13	152852
2627	Ben Folds	13	921188
19	:wumpscut:	13	199967
1276	Immortal	13	260838
1163	Los Campesinos!	13	593478
4170	Demon Hunter	13	261054
2134	Julian Casablancas	13	596467
4074	Silversun Pickups	13	863660
2435	Aloha From Hell	13	107052
2473	Fantômas	13	209638
981	Emilíana Torrini	13	902861
3187	Kudai	13	100048
1985	Chris Cornell	13	863545
3354	Black Flag	13	589524
3198	Dangerous Muse	13	111165
2963	Norther	13	256440
3946	Puddle of Mudd	13	1132985
3777	Steely Dan	13	751095
3945	Feeder	13	749687
3371	Peter Doherty	13	272717
346	Lena	13	274038
1708	Philip Glass	13	858209
1491	Antonio Vivaldi	13	1128257
900	Annie Lennox	13	871415
2785	Sixx:A.M.	13	244230
236	Clap Your Hands Say Yeah	13	969843
2150	Fightstar	13	233604
2653	A Rocket to the Moon	13	304992
3703	Tim Hecker	13	363798
200	Gogol Bordello	13	649946
6121	Scracho	13	62848
2026	The Residents	13	185906
175	Delerium	13	705548
3730	Friendly Fires	13	953485
2618	Before Their Eyes	13	181472
2987	HEVO84	13	31195
1811	Patti Smith	13	883212
380	Blackmore's Night	13	356590
1800	Amethystium	13	356146
4707	Gabriella Cilmi	13	486792
2101	Capsule	13	127000
809	The Black Dahlia Murder	13	342815
6824	Guided by Voices	13	483746
1889	Oingo Boingo	13	330442
6257	Rob Zombie	13	1264371
3197	Theatre of Tragedy	13	318047
6959	Gary Moore	13	670101
3193	Belanova	13	183128
6132	Beeshop	13	40631
963	Yanni	13	324179
2610	The Temper Trap	13	1233791
3920	Bryan Ferry	13	513812
2252	Mobb Deep	13	868833
3901	The Gathering	13	342769
350	Monrose	13	134235
95	Simply Red	13	848288
720	Social Distortion	13	632318
1835	The Cinematic Orchestra	13	1136834
3239	Otep	13	293712
2271	Death from Above 1979	13	785152
1405	Simian Mobile Disco	13	834040
2341	Twisted Sister	13	787152
3788	Cynic	13	179060
2024	Emma Bunton	13	220685
469	Nick Carter	13	78035
3063	Luis Miguel	13	240705
4230	The American Dollar	13	369050
864	Ministry	13	573374
1226	Shpongle	13	448089
6600	The Rocket Summer	13	368318
5630	Dead Fish	13	70676
474	Craig David	13	844563
3119	Suzanne Vega	13	791098
1481	Matt & Kim	13	837695
2136	Serge Gainsbourg	12	555843
2	Diary of Dreams	12	128342
794	A*Teens	12	226224
3313	The Jackson 5	12	1507671
2236	Ice Cube	12	1514498
103	Max Richter	12	771572
2558	Toto	12	1407960
3685	Why?	12	406002
5459	Delain	12	220075
2442	Garth Brooks	12	545574
2789	Velvet Revolver	12	891528
3053	Кино	12	241953
3737	Against Me!	12	583272
1382	David Gray	12	1142591
4196	The Gaslight Anthem	12	570215
1159	Architecture in Helsinki	12	895023
692	Mitchel Musso	12	124164
8	DIR EN GREY	12	257969
4784	Emerson, Lake & Palmer	12	585672
3749	Gavin DeGraw	12	1113731
3797	Blood Red Shoes	12	566525
6582	Ulrich Schnauss	12	427944
270	Maria Bethânia	12	231124
2146	AFX	12	254624
2638	Ella Fitzgerald	12	1621779
2711	Parov Stelar	12	876678
3238	Coma	12	281051
462	Blue	12	435608
4291	Drake Bell	12	106218
5745	Elis Regina	12	370424
2082	Marjorie Estiano	12	62267
7054	The Alan Parsons Project	12	665435
782	Solar Fields	12	286356
5306	Dropkick Murphys	12	1025950
1937	Michelle Williams	12	317554
1027	Heaven 17	12	315430
1910	the GazettE	12	161723
3570	Danny	12	81777
3691	Panda Bear	12	658635
878	Wolfsheim	12	196050
2047	Andrea Bocelli	12	635870
2562	Arcadia	12	103384
1901	They Might Be Giants	12	670268
1402	Ludacris	12	1932517
1688	iamamiwhoami	12	300542
7157	Loreena McKennitt	12	470917
4561	Edward Maya	12	303234
2784	Hanoi Rocks	12	192810
1528	Municipal Waste	12	166510
1935	Solange	12	644115
1531	Venom	12	309703
2541	Best Coast	12	647790
3184	L'Âme Immortelle	12	189319
850	Haste the Day	12	305703
2500	Scooter	12	741647
4618	Ingrid Michaelson	12	1030505
6137	Antônio Carlos Jobim	12	525716
1622	De La Soul	12	861213
1703	The Cult	12	540361
7194	Aqualung	12	761590
3576	New Kids on the Block	12	344464
772	Proem	12	151192
4129	The Jam	12	806599
5947	LMFAO	12	1267679
798	Geri Halliwell	12	337201
219	M. Ward	12	828627
7187	Hard-Fi	12	828005
2375	Primus	12	685569
3719	Soulfly	12	626962
1156	Orbital	12	810068
994	Howard Jones	12	345391
5790	Aimee Mann	12	748955
6618	D12	12	1214903
1433	Daddy Yankee	12	715960
1950	Madvillain	12	673960
2470	Throbbing Gristle	12	171012
1055	Myslovitz	12	346210
5660	Robert Johnson	12	532301
4444	Doves	12	1051960
3413	Underworld	12	1058974
4818	Nando Reis	12	202384
1763	Maria Rita	12	172337
842	Despised Icon	12	189118
1897	John Foxx	11	166664
3673	Girl Talk	11	438386
5446	Ben Harper	11	1321345
1260	Marduk	11	187525
971	Zoé	11	168084
393	Super Junior	11	162432
6282	Mägo de Oz	11	192291
4709	Roberta Sá	11	132935
1704	Unheilig	11	208670
3255	Athlete	11	861727
835	Scar Symmetry	11	213495
1736	Balmorhea	11	455793
4432	Our Lady Peace	11	536934
2919	Busta Rhymes	11	1351445
1349	Rhapsody of Fire	11	203940
1094	Kent	11	460090
627	Saint Etienne	11	462329
4058	The Brian Jonestown Massacre	11	465621
1844	Grace Jones	11	445451
2899	The Animals	11	1321526
839	All Shall Perish	11	218510
6678	The John Butler Trio	11	523880
4123	Mike Oldfield	11	818957
5175	Roger Waters	11	467841
1796	Nautilus Pompilius	11	159906
2586	Born of Osiris	11	196386
1253	Front Line Assembly	11	221168
249	Common	11	1327409
7260	Flogging Molly	11	822843
5071	Chase & Status	11	801003
2043	Cabaret Voltaire	11	197264
2436	Keith Urban	11	769656
6626	DMX	11	1443410
1694	Dolly Parton	11	926691
2381	Dethklok	11	299535
4255	Kill Hannah	11	295593
4734	Trentemøller	11	635002
3032	Comeback Kid	11	293093
2591	The Maccabees	11	924747
2429	Architects	11	376345
39	Sopor Aeternus & The Ensemble of Shadows	11	85871
831	Emmure	11	285278
3575	Blake Lewis	11	87088
3430	The Cramps	11	380848
3686	Caribou	11	922300
2973	Dokken	11	281032
3748	Hanson	11	617230
576	Marvin Gaye	11	1911475
1213	Lush	11	274190
2765	Vader	11	270406
1743	Ludovico Einaudi	11	911056
825	Whitechapel	11	270180
4156	Die Toten Hosen	11	390428
4790	Gentle Giant	11	268145
669	Eric Saade	11	97821
1292	mind.in.a.box	11	75864
388	B2ST	11	66327
422	Mombojó	11	98582
1891	Thomas Dolby	11	303629
5310	Zebrahead	11	699948
1861	Heaven Shall Burn	11	344590
1126	Noir Désir	11	337920
3293	Black Kids	11	685905
2939	JLS	11	345431
1740	Soundtrack	11	706564
2986	Rosa De Saron	11	31986
1670	Black Veil Brides	11	348647
747	Carbon Based Lifeforms	11	349762
4823	Cueio Limão	11	40164
2432	Porcelain and the Tramps	11	44940
496	Cold	11	662585
5785	Buzzcocks	11	720915
2579	Between the Buried and Me	11	313594
7665	Toro y Moi	11	653927
2075	Gregorian	11	312053
3164	Flunk	11	651536
91	Nik Kershaw	11	305754
3011	The Stooges	11	989479
2214	The Word Alive	11	364261
2454	Faith Hill	11	646469
758	Психея	11	98160
2184	Maysa	11	91826
5030	The Pigeon Detectives	11	603992
5485	Dżem	11	230285
2055	Andrew Lloyd Webber	11	403022
6229	Frightened Rabbit	11	589963
1107	The Good, the Bad & the Queen	11	570924
8155	Justin Nozuka	11	425169
5927	Bang Gang	11	236016
5772	Mamonas Assassinas	11	127668
5787	Diana Krall	11	1094459
1004	Kim Wilde	11	591515
4375	MxPx	11	573111
8676	Au Revoir Simone	11	563311
1952	Raekwon	11	583581
522	Lacrimosa	11	263235
3019	Louis Armstrong	11	1708002
6759	This Will Destroy You	11	569352
408	Crossfade	11	884096
3617	Ray LaMontagne	11	1139680
4113	Lamb	11	1081626
1469	The Mamas & The Papas	11	1113612
2612	Newton Faulkner	11	559707
2823	Eagles of Death Metal	11	776825
2172	Gojira	11	410622
10969	Françoise Hardy	11	432337
2467	George Strait	11	575219
8027	Jónsi & Alex	10	310258
354	Sarah Connor	10	241632
1423	A Silver Mt. Zion	10	357552
2019	Stacie Orrico	10	308038
567	Sam Cooke	10	987773
2281	Deerhoof	10	481052
2526	Sunrise Avenue	10	418539
6397	Harry Gregson-Williams	10	478586
5958	The Summer Set	10	311050
3456	The Adicts	10	222396
6602	Mae	10	481400
3509	Bathory	10	228377
1438	Camila	10	226213
5172	Grand Funk Railroad	10	491108
1890	Sparks	10	337990
4051	Morphine	10	490748
6726	Albert Hammond, Jr.	10	489579
6249	Theory of a Deadman	10	966550
4810	The Pipettes	10	345242
3405	Antimatter	10	181366
4136	Leaves' Eyes	10	317779
4223	The Spill Canvas	10	345910
6	Moonspell	10	335697
912	Carter Burwell	10	347428
4346	Walls of Jericho	10	223702
2621	We Came As Romans	10	485307
967	Sixpence None the Richer	10	928222
1342	Gamma Ray	10	319570
1994	Devin Townsend	10	218667
3563	Saliva	10	926871
5260	Adam and the Ants	10	366854
1264	Carcass	10	303563
1184	The Blackout	10	226071
1160	Roy Orbison	10	1043833
2617	Pierce the Veil	10	464193
2038	In Extremo	10	276965
1640	GZA/Genius	10	462263
1817	L7	10	385285
1820	Donna Summer	10	859927
2372	Backyard Babies	10	202853
1348	Alestorm	10	272427
2462	Reik	10	272332
3391	Zeca Baleiro	10	203433
2402	Xiu Xiu	10	449769
5299	Swans	10	393302
156	VAST	10	265439
2364	The Hellacopters	10	265907
770	HORSE the band	10	205979
4104	Scary Kids Scaring Kids	10	390881
6376	Missy Elliott	10	1213172
4504	Terror	10	205972
3382	Os Paralamas do Sucesso	10	199601
1782	Jonathan Larson	10	210022
1929	ASIAN KUNG-FU GENERATION	10	259311
1711	Eisbrecher	10	198088
8656	Mansun	10	249557
1344	Annihilator	10	303309
2362	Monster Magnet	10	391761
3792	Bad Brains	10	471468
1101	These New Puritans	10	302442
6150	Tangerine Dream	10	409976
2836	Scars on Broadway	10	445615
8594	Joni Mitchell	10	1007912
3375	Ryan Cabrera	10	254602
4706	Sam Sparro	10	447926
3732	311	10	1015081
4124	UFO	10	403888
1021	Groove Coverage	10	447315
6730	Mark Lanegan	10	403584
2735	Ляпис Трубецкой	10	198595
1883	The Cars	10	923256
5073	Juno Reactor	10	379571
5969	Drop Dead, Gorgeous	10	284898
457	Aaron Carter	10	176965
1913	Ария	10	183466
3557	Aqua	10	732640
3461	Phantom Planet	10	825489
4560	Brooke Hogan	10	170675
4565	Doda	10	39392
1297	Colony 5	10	83394
1980	Czesław Śpiewa	10	122210
2089	티아라	10	63993
3196	Alice in Videoland	10	142770
992	Chris Rea	10	726901
5666	Volbeat	10	611628
2601	Mystery Jets	10	668168
3376	Jota Quest	10	164619
2671	Kettel	10	164590
2222	Bone Thugs-N-Harmony	10	794642
1718	Ani DiFranco	10	510333
2552	Culture Club	10	718123
1385	Thirteen Senses	10	566184
2677	Bola	10	155022
13	Hocico	10	126676
3464	Counting Crows	10	1952395
390	GACKT	10	155599
1240	Them Crooked Vultures	10	658518
1738	Soulwax	10	516308
2538	The Pains of Being Pure at Heart	10	517639
2081	Dev	10	561307
2824	Paul Kalkbrenner	10	519552
2097	Brown Eyed Girls	10	86395
529	Paul van Dyk	10	722012
4359	Mudhoney	10	519959
18	The Crüxshadows	10	157103
7781	Clare Maguire	10	159609
3431	Alien Sex Fiend	10	144375
1761	Marcelo Camelo	10	88996
5072	Paul Oakenfold	10	757111
2009	DragonForce	10	692918
2363	Hardcore Superstar	10	152196
4064	Spiritualized	10	590682
2200	We Butter The Bread With Butter	10	174571
2676	Tycho	10	776884
2027	Frankie Goes to Hollywood	10	680689
1698	Sterling Knight	10	81409
1918	동방신기	10	82521
685	Nick Jonas & The Administration	10	110362
6196	Box Car Racer	10	632600
3328	HorrorPops	10	144507
2894	Buddy Guy	10	538863
7663	The Futureheads	10	782942
6762	Helios	10	539622
578	James Brown	10	1586618
4834	Carbona	10	12263
3827	Dolphin	10	119109
2829	Flobots	10	500951
3132	DJ Krush	9	555327
7177	Cage the Elephant	9	1206258
1381	Starsailor	9	799767
2405	TV on the Radio	9	1399924
1945	Daedelus	9	301445
1254	Mayhem	9	285347
5119	Marcelo D2	9	150178
10	Grendel	9	131376
7047	Pentagram	9	150192
1263	Tristania	9	299841
1636	Jedi Mind Tricks	9	437891
6226	N*E*R*D	9	1362914
3551	Unter Null	9	84637
3247	Family Force 5	9	217687
8042	Live	9	1020773
4871	Project Pitchfork	9	144340
914	Medina	9	217272
613	John Coltrane	9	1030774
3043	Have Heart	9	143845
2068	Yiruma	9	445236
3307	Eros Ramazzotti	9	374515
4879	Selena Gomez & Demi Lovato	9	85615
3124	We Are the Fallen	9	142688
1535	Mercyful Fate	9	215244
2602	Delphic	9	439545
778	Ochre	9	139711
2449	Brooks & Dunn	9	552575
2665	The Cab	9	442812
2698	Public Enemy	9	873096
4802	Ida Maria	9	288475
2664	Lordi	9	429912
1135	Camille	9	381843
82	Marc Almond	9	130372
8111	The Allman Brothers Band	9	1071172
885	Tracy Chapman	9	1137539
1214	Nile	9	267947
34	Icon of Coil	9	97900
7352	Madeleine Peyroux	9	760249
896	Noisettes	9	415848
1347	Sabaton	9	397870
4036	Ferry Corsten	9	595397
6389	Robin Thicke	9	1129964
1306	Above & Beyond	9	591273
8372	Ricardo Arjona	9	247616
6910	The Books	9	410336
3714	Cursive	9	493902
2573	The Appleseed Cast	9	259853
1813	The Black Crowes	9	580042
6930	Jay-Jay Johanson	9	250641
7743	Jamie T	9	588889
6906	Owen	9	256757
6920	Glasvegas	9	407769
4747	Fireflight	9	253034
1462	Gloriana	9	253243
3805	Neurosis	9	238740
1277	Velvet Acid Christ	9	120588
379	中島美嘉	9	97358
6046	Nujabes	9	274457
6182	Grandaddy	9	622081
7835	Fake Number	9	90813
2708	The Rapture	9	881889
3047	Би-2	9	280758
1017	The Psychedelic Furs	9	561940
1485	Miike Snow	9	1154251
1299	Suicide Commando	9	150751
4103	From Autumn to Ashes	9	386781
3886	Angelo Badalamenti	9	428016
4941	Across the Universe	9	95109
5600	Agnostic Front	9	235885
4166	Confide	9	232147
4822	No Use for a Name	9	424904
3780	D.R.I.	9	124419
502	LaFee	9	123863
4558	Wonder Girls	9	122627
911	Rachel Stevens	9	233709
1885	Dead or Alive	9	570079
3392	Exaltasamba	9	95427
3299	The Fall	9	421230
1337	Nuclear Assault	9	150622
151	Deep Forest	9	406491
6308	Nick Lachey	9	151061
9783	The Kilimanjaro Darkjazz Ensemble	9	154026
2312	Ahmet Kaya	9	35334
1443	Wisin & Yandel	9	315621
8649	Kimya Dawson	9	516335
8047	Plumb	9	193944
9766	Gui Boratto	9	356648
4811	Cody Simpson	9	197559
4344	Damian Marley	9	819777
2944	Machinae Supremacy	9	199533
3729	Madball	9	158294
6187	Jonny Greenwood	9	349828
3717	Chimaira	9	465747
2975	Firewind	9	156285
8728	Oficina G3	9	25080
1057	Ewa Farna	9	58731
754	Maximum the Hormone	9	201923
1085	Curve	9	164141
2545	Paula Fernandes	9	53775
1735	Seabear	9	330409
3743	Natiruts	9	166772
1860	Jay-Z and Linkin Park	9	979465
2133	Milburn	9	327070
7147	My Morning Jacket	9	986935
5934	Bonde do Rolê	9	182980
2966	Insomnium	9	185535
3905	Jorge Drexler	9	171228
4865	ISAN	9	182308
9344	Screaming Trees	9	499380
2242	Wiz Khalifa	9	2184910
3432	Christian Death	9	187502
8459	mewithoutYou	9	318531
3471	Quiet Riot	9	510748
2672	Clark	9	317580
8364	Sean Kingston	9	1228803
3026	The Whitest Boy Alive	9	722303
2192	Miss May I	9	312747
2455	Toby Keith	9	715906
6769	Cartel	9	492855
1791	Океан Ельзи	9	178144
1984	Pidżama Porno	9	203881
4153	Télépopmusik	9	961615
3832	Morten Harket	9	67126
3863	Blank & Jones	9	495575
4696	The-Dream	9	700152
4463	Fernando & Sorocaba	9	64449
1981	Kult	9	203485
7071	The Teenagers	9	366685
6409	Black Moth Super Rainbow	9	340863
3694	Liars	9	454623
3445	Danzig	9	644577
8707	Ludov	9	65881
2276	Pedro the Lion	9	366862
1789	5'nizza	9	203800
4137	Sirenia	9	342697
4918	Nicholas Hooper	9	152290
4773	Krystal Meyers	9	73659
2962	Devin Townsend Project	9	153763
1489	Reba McEntire	9	307473
10069	Finger Eleven	9	860152
4922	久石譲	9	303007
5452	Chicago	9	993691
1679	Stephen Jerzak	9	73142
2468	Alan Jackson	9	647727
1614	Atmosphere	9	728614
7846	La Quinta Estación	9	152939
4089	Cold War Kids	9	1344134
4135	Xandria	9	301484
5789	Lauryn Hill	8	981148
1816	Héroes del Silencio	8	263904
788	Fey	8	111987
4710	John Legend	8	1742144
1837	Scott Walker	8	329331
8479	Nada Surf	8	907366
5089	大塚愛	8	112252
1457	Cherish	8	330053
2161	Wisp	8	99741
5216	Alien Ant Farm	8	1098075
2964	Strapping Young Lad	8	263678
3500	Edyta Górniak	8	111215
2339	Teoman	8	106893
1669	Faichecleres	8	22133
7832	Abril	8	15484
4459	Forgotten Boys	8	26445
3300	Robots in Disguise	8	257235
1069	The Frozen Autumn	8	29725
3584	Jason Aldean	8	706894
6297	Sondre Lerche	8	401658
8126	Little Walter	8	259877
5001	One Night Only	8	260439
5147	Sleigh Bells	8	680563
4543	Willie Nelson	8	970931
6621	Xzibit	8	951322
6247	Sugarcult	8	769371
5533	Nadine Coyle	8	33296
2771	Russian Circles	8	337303
5048	The Streets	8	900685
4495	Dusty Springfield	8	1084186
3158	Sébastien Tellier	8	613147
1776	Tiê	8	97254
3490	Utada	8	97069
855	Jane's Addiction	8	988685
3927	Kutless	8	281710
759	#####	8	57639
1143	Empyrium	8	86088
1836	Art of Noise	8	358400
1752	Ellen Allien	8	310962
3416	Sentenced	8	310557
5032	Britt Nicole	8	85306
5913	The Chameleons	8	285928
10608	Mario	8	1030029
1392	Lady Sovereign	8	365130
3384	Chimarruts	8	83324
2641	Calexico	8	632266
2811	Xploding Plastix	8	289536
800	Atomic Kitten	8	375457
3425	After Forever	8	303348
7834	Esteban	8	66983
4880	Sandra	8	296760
287	Monica	8	637333
3795	Marilyn Monroe	8	253707
570	Little Richard	8	639956
2873	Joe Bonamassa	8	357316
4029	Boys Noize	8	657021
1259	Satyricon	8	280083
6448	Blood on the Dance Floor	8	52266
4980	Olivia	8	96869
2128	The Rascals	8	351415
357	Silbermond	8	272635
4502	Слот	8	95412
3183	Ashbury Heights	8	46104
2871	Rory Gallagher	8	321722
820	At the Gates	8	320240
3428	A Static Lullaby	8	318809
8674	The Naked and Famous	8	916766
2453	Tim McGraw	8	748268
3817	Maybeshewill	8	279473
2344	Massacration	8	52375
9716	Buckethead	8	354613
8371	Maná	8	368493
2071	Michael Giacchino	8	386784
348	Wir sind Helden	8	386636
1690	Victoria Justice	8	54094
4837	The Starting Line	8	613295
1948	Quasimoto	8	384103
478	ВИА Гра	8	93194
3070	Carpenters	8	833397
2395	Chayanne	8	248293
1117	Claude Debussy	8	955529
832	I Killed the Prom Queen	8	224304
1353	Running Wild	8	217635
3503	Tarkan	8	191635
919	Savatage	8	217922
3065	Ringo Starr	8	508658
2158	Mujuice	8	144304
4611	Alcest	8	218989
777	The Crystal Method	8	843275
4349	Barão Vermelho	8	143386
3128	Lenka	8	549126
3468	The Magic Numbers	8	478382
5045	Basement Jaxx	8	1169693
582	Sonny Boy Williamson	8	223571
2054	Emma Shapplin	8	133222
4532	Bonnie 'Prince' Billy	8	478995
1552	For Today	8	127808
3436	The Damned	8	434464
1162	Flight of the Conchords	8	433380
2906	"Royce da 5'9"""	8	506263
4442	Ryan Adams & The Cardinals	8	228424
879	Can	8	461376
1190	We Are The Ocean	8	184470
887	New Young Pony Club	8	504323
725	Titãs	8	170130
2459	Glenn Miller	8	562123
3588	Kenny Chesney	8	839197
2937	Naked Eyes	8	229168
448	Art Brut	8	499924
2021	Victoria Beckham	8	127946
987	Earth, Wind & Fire	8	1184251
4028	Chromeo	8	805015
3877	Pink Martini	8	514757
2857	Donovan	8	844558
3806	Rotting Christ	8	153714
2593	Battles	8	530939
3482	America	8	857343
7079	Moderat	8	459548
1770	Erik Satie	8	810116
5667	The Agonist	8	152757
6294	Saves the Day	8	535567
7123	Chet Baker	8	857186
364	Sugarland	8	537873
7777	Scouting for Girls	8	465514
2896	Albert Collins	8	205935
1825	The Jacksons	8	539414
3778	Sly & The Family Stone	8	863113
4273	Celtic Frost	8	207091
5254	Falco	8	466793
7100	Haggard	8	208081
6539	Juliette and The Licks	8	209468
397	雅-MIYAVI-	8	149250
8350	Taproot	8	542324
16	London After Midnight	8	162393
2633	Elvis Costello & The Attractions	8	471527
3888	Robert Plant	8	542558
2982	The Band Perry	8	471988
3921	Asia	8	472242
751	Jesu	8	193426
369	2PM	8	144996
1557	Carnifex	8	214058
214	DeVotchKa	8	429540
2174	edIT	8	184532
6562	Electrik Red	8	125304
2611	The Vaccines	8	837620
3237	Hey	8	250320
4309	Akcent	8	249565
696	The Pierces	8	242004
