artistID	name	tag1	tag2	tag3	tag4	tag5	tag6	tag7	tag8	tag9	tag10
2442	garth brooks	country	garth brooks	singer-songwriter	90s	male vocalists	modern country	seen live	garth	classic country	pop
2789	velvet revolver	hard rock	rock	alternative rock	seen live	alternative	metal	classic rock	velvet revolver	american	slash
3053	кино	russian rock	rock	post-punk	russian	80s	new wave	legend	progressive rock	classic rock	alternative
3737	against me!	punk	folk punk	seen live	punk rock	rock	indie	folk	hardcore	political	alternative
1382	david gray	singer-songwriter	acoustic	indie	alternative	rock	british	seen live	pop	folk	david gray
4196	the gaslight anthem	seen live	punk rock	punk	rock	folk punk	indie	alternative	alternative rock	indie rock	american
1159	architecture in helsinki	indie	indie pop	australian	seen live	alternative	twee	indie rock	pop	experimental	twee pop
692	mitchel musso	pop	disney	male vocalists	mitchel musso	hannah montana	pop rock	rock	teen	dance	american
8	dir en grey	j-rock	visual kei	japanese	metal	jrock	seen live	rock	dir en grey	alternative metal	japanese rock
4784	emerson, lake & palmer	progressive rock	classic rock	symphonic rock	rock	progressive	art rock	british	70s	symphonic prog	prog rock
3749	gavin degraw	singer-songwriter	rock	pop	alternative	acoustic rock	seen live	acoustic	pop rock	indie	male vocalists
3797	blood red shoes	indie rock	seen live	indie	garage rock	british	female vocalists	rock	alternative	alternative rock	grunge
6582	ulrich schnauss	ambient	electronic	chillout	idm	electronica	downtempo	shoegaze	german	seen live	indietronica
270	maria bethânia	mpb	bossa nova	female vocalists	brasil	brazilian	samba	brazil	tropicalia	maria bethania	maria bethânia
2146	afx	idm	electronic	experimental	ambient	electronica	acid	techno	warp	acid techno	electro
2638	ella fitzgerald	jazz	female vocalists	blues	swing	jazz vocal	vocal jazz	oldies	soul	vocal	ella fitzgerald
2711	parov stelar	nu-jazz	electronic	downtempo	lounge	jazz	seen live	nu jazz	chillout	trip-hop	acid jazz
3238	coma	rock	polish	polish rock	alternative rock	alternative	seen live	hard rock	progressive rock	coma	polskie
462	blue	pop	boybands	british	dance	rnb	blue	seen live	britpop	boyband	male vocalists
4291	drake bell	pop rock	rock	pop	indie	singer-songwriter	drake bell	alternative	male vocalists	seen live	alternative rock
5745	elis regina	mpb	bossa nova	brazilian	female vocalists	brasil	brazil	jazz	elis regina	samba	latin
2082	marjorie estiano	pop	brazilian	female vocalists	brasil	pop rock	mpb	alternative	marjorie estiano	acoustic	brazil
7054	the alan parsons project	progressive rock	classic rock	rock	80s	electronic	british	art rock	progressive	pop	70s
782	solar fields	ambient	chillout	electronic	psychill	downtempo	psybient	psychedelic	swedish	trance	electronica
5306	dropkick murphys	punk	punk rock	seen live	folk punk	irish	irish punk	celtic punk	rock	celtic	oi
1937	michelle williams	rnb	soul	female vocalists	gospel	urban	pop	michelle williams	r&b	dance	female vocalist
1027	heaven 17	new wave	80s	synthpop	synth pop	new romantic	electronic	british	pop	sheffield	seen live
1910	the gazette	j-rock	visual kei	japanese	rock	jrock	the gazette	metal	japanese rock	gazette	seen live
3570	danny	pop	dance	swedish	finnish	idol	seen live	male vocalists	eurodance	electronic	iskelma
3691	panda bear	experimental	psychedelic	freak folk	indie	folk	seen live	new weird america	electronic	indie rock	psychedelic pop
878	wolfsheim	synthpop	darkwave	electronic	german	ebm	gothic	industrial	seen live	synth pop	electronica
2047	andrea bocelli	classical	opera	italian	andrea bocelli	male vocalists	tenor	pop	vocal	classic	classical crossover
2562	arcadia	new wave	80s	synthpop	new romantic	pop	british	synth pop	metal	duran duran	metalcore
1901	they might be giants	alternative	indie	rock	seen live	geek rock	quirky	indie rock	alternative rock	pop	indie pop
1402	ludacris	rap	hip-hop	dirty south	hip hop	ludacris	seen live	southern rap	hiphop	atlanta	rnb
1688	iamamiwhoami	electronic	ambient	experimental	synthpop	swedish	female vocalists	synth	seen live	dream pop	electropop
7157	loreena mckennitt	celtic	folk	new age	female vocalists	ethereal	canadian	world	medieval	loreena mckennitt	singer-songwriter
4561	edward maya	electronic	dance	house	trance	romanian	club	pop	electro	electronica	edward maya
2784	hanoi rocks	glam rock	seen live	hard rock	finnish	rock	80s	hair metal	glam	glam punk	glam metal
1528	municipal waste	thrash metal	crossover	hardcore	thrash	seen live	thrashcore	crossover thrash	metal	hardcore punk	punk
1935	solange	rnb	soul	female vocalists	pop	hip-hop	seen live	solange	neo-soul	r&b	neo soul
1531	venom	black metal	thrash metal	heavy metal	nwobhm	metal	speed metal	seen live	british	blackened thrash metal	old school black metal
2541	best coast	lo-fi	indie	seen live	garage pop	female vocalists	beach rock	indie pop	surf rock	surf pop	indie rock
3184	l'âme immortelle	darkwave	gothic	industrial	electronic	ebm	german	gothic metal	austrian	gothic rock	female vocalists
850	haste the day	metalcore	hardcore	christian	screamo	metal	seen live	christian metalcore	melodic metalcore	post-hardcore	emocore
2500	scooter	techno	dance	electronic	trance	happy hardcore	german	rave	electronica	seen live	eurodance
4618	ingrid michaelson	female vocalists	singer-songwriter	indie	acoustic	indie pop	pop	seen live	folk	american	female vocalist
6137	antônio carlos jobim	bossa nova	jazz	brazilian	mpb	latin	brasil	brazil	world	latin jazz	samba
1622	de la soul	hip-hop	rap	hip hop	seen live	alternative rap	hiphop	jazz hop	new york	old school	soul
1703	the cult	hard rock	rock	gothic rock	80s	classic rock	seen live	post-punk	alternative	british	gothic
7194	aqualung	indie	singer-songwriter	alternative	indie rock	rock	british	seen live	pop	britpop	alternative rock
3576	new kids on the block	pop	boybands	80s	90s	seen live	nkotb	american	teen pop	new kids on the block	male vocalists
772	proem	idm	ambient	electronic	glitch	electronica	experimental	minimal	downtempo	m3rck	dark ambient
4129	the jam	punk	mod	new wave	british	rock	mod revival	punk rock	80s	britpop	70s
5947	lmfao	electronic	hip-hop	electro	crunk	hip hop	dance	pop	seen live	american	electro-hop
798	geri halliwell	pop	female vocalists	british	dance	spice girls	female	britpop	90s	geri halliwell	00s
219	m. ward	folk	singer-songwriter	indie	seen live	alt-country	indie rock	americana	indie folk	alternative	acoustic
7187	hard-fi	indie	indie rock	british	rock	alternative	seen live	britpop	alternative rock	indie pop	uk
2375	primus	funk metal	alternative	alternative rock	rock	funk	seen live	experimental	progressive rock	metal	primus
3719	soulfly	thrash metal	metal	seen live	nu metal	metalcore	hardcore	groove metal	tribal metal	heavy metal	alternative metal
1156	orbital	electronic	techno	ambient	electronica	idm	seen live	chillout	dance	trance	british
994	howard jones	80s	new wave	pop	synth pop	synthpop	british	seen live	electronic	uk	80s pop
5790	aimee mann	female vocalists	singer-songwriter	indie	alternative	rock	folk	pop	seen live	female	american
6618	d12	rap	hip-hop	hip hop	gangsta rap	d12	detroit	eminem	seen live	american	hiphop
1433	daddy yankee	reggaeton	latin	hip-hop	spanish	rap	daddy yankee	hip hop	dancehall	puerto rico	mierda
1950	madvillain	hip-hop	underground hip-hop	rap	hip hop	mf doom	madlib	stones throw	abstract hip-hop	underground hip hop	underground rap
2470	throbbing gristle	industrial	experimental	noise	electronic	old school industrial	avant-garde	post-punk	avantgarde	british	dark ambient
1055	myslovitz	polish	rock	alternative rock	alternative	polish rock	seen live	indie	polskie	indie rock	myslovitz
5660	robert johnson	blues	delta blues	guitar	acoustic	folk	classic blues	30s	american	singer-songwriter	country blues
4444	doves	indie	indie rock	britpop	alternative	rock	seen live	british	alternative rock	manchester	indie pop
3413	underworld	electronic	techno	electronica	dance	trance	seen live	british	house	trip-hop	ambient
4818	nando reis	mpb	rock	brazilian	brasil	pop	nando reis	seen live	pop rock	brazil	brazilian rock
1763	maria rita	mpb	female vocalists	bossa nova	brazilian	brasil	samba	brazil	maria rita	jazz	seen live
842	despised icon	deathcore	death metal	grindcore	metalcore	seen live	hardcore	technical deathcore	canadian	metal	technical death metal
1897	john foxx	new wave	electronic	synthpop	80s	synth pop	new romantic	ambient	british	electro	pop
3673	girl talk	seen live	mashup	electronic	dance	hip-hop	mash-up	electronica	pop	experimental	hip hop
5446	ben harper	singer-songwriter	acoustic	folk	rock	alternative	seen live	blues	indie	ben harper	soul
1260	marduk	black metal	metal	swedish	swedish black metal	seen live	death metal	true black metal	sweden	swedish metal	anti-christian
971	zoé	rock	indie	alternative rock	mexico	alternative	seen live	indie rock	rock en espanol	latin rock	rock en español
393	super junior	k-pop	korean	super junior	kpop	sm town	pop	suju	boyband	male vocalists	sm entertainment
6282	mägo de oz	folk metal	power metal	spanish	heavy metal	metal	spanish metal	folk	rock	celtic metal	folk rock
4709	roberta sá	mpb	samba	female vocalists	bossa nova	brazilian	brasil	brazil	roberta sa	seen live	female vocalist
1704	unheilig	gothic	darkwave	industrial	german	gothic rock	seen live	industrial metal	ebm	neue deutsche haerte	neue deutsche härte
3255	athlete	indie	indie rock	britpop	alternative	rock	seen live	british	alternative rock	pop	athlete
835	scar symmetry	melodic death metal	death metal	progressive metal	swedish	metal	seen live	progressive death metal	swedish metal	modern melodic death metal	modern metal
1736	balmorhea	post-rock	instrumental	ambient	piano	acoustic	contemporary classical	seen live	american	neoclassical	experimental
4432	our lady peace	rock	alternative	alternative rock	canadian	seen live	90s	indie	post-grunge	indie rock	hard rock
2919	busta rhymes	hip-hop	rap	hip hop	gangsta rap	east coast	busta rhymes	new york	seen live	hiphop	east coast rap
1349	rhapsody of fire	power metal	symphonic metal	symphonic power metal	epic metal	metal	italian	fantasy metal	seen live	fantasy	epic
1094	kent	swedish	seen live	rock	indie	alternative	pop	indie rock	alternative rock	scandinavian	kent
627	saint etienne	electronic	pop	indie pop	female vocalists	indie	british	seen live	electronica	britpop	dance
4058	the brian jonestown massacre	psychedelic	shoegaze	indie	indie rock	rock	seen live	psychedelic rock	neo-psychedelia	alternative	garage rock
1844	grace jones	disco	new wave	pop	female vocalists	80s	seen live	funk	reggae	electronic	soul
2899	the animals	classic rock	60s	rock	british	oldies	blues rock	blues	british invasion	psychedelic rock	psychedelic
839	all shall perish	deathcore	death metal	metalcore	grindcore	seen live	metal	melodic death metal	technical deathcore	hardcore	american
6678	the john butler trio	acoustic	australian	rock	alternative	seen live	indie	folk	alternative rock	jam	aussie
4123	mike oldfield	progressive rock	new age	instrumental	electronic	ambient	rock	pop	british	progressive	experimental
5175	roger waters	progressive rock	seen live	classic rock	rock	psychedelic	pink floyd	psychedelic rock	singer-songwriter	art rock	british
1796	nautilus pompilius	russian rock	rock	russian	art rock	alternative	90s	post-punk	legend	80s	new wave
2586	born of osiris	deathcore	progressive deathcore	metalcore	progressive metal	death metal	technical deathcore	seen live	djent	progressive	metal
1253	front line assembly	industrial	ebm	electronic	electro-industrial	industrial metal	seen live	canadian	industrial rock	electronica	ambient
249	common	hip-hop	rap	hip hop	soul	alternative rap	seen live	chicago	common	hiphop	underground hip-hop
7260	flogging molly	seen live	irish	punk	folk	punk rock	rock	folk punk	irish punk	celtic punk	celtic
5071	chase & status	drum and bass	dubstep	electronic	dnb	seen live	drum n bass	liquid funk	british	jungle	breakbeat
2043	cabaret voltaire	industrial	experimental	electronic	post-punk	new wave	80s	old school industrial	electronica	british	avant-garde
2436	keith urban	country	keith urban	singer-songwriter	rock	australian	male vocalists	seen live	modern country	pop	contemporary country
6626	dmx	rap	hip-hop	gangsta rap	hip hop	dmx	east coast	east coast rap	hardcore rap	new york	hiphop
1694	dolly parton	country	female vocalists	singer-songwriter	bluegrass	folk	pop	american	classic country	dolly parton	seen live
2381	dethklok	death metal	melodic death metal	blacker than the blackest black times infinity	metal	comedy	brutal death metal	brutal	soundtrack	black metal	seen live
4255	kill hannah	alternative	alternative rock	rock	seen live	indie	emo	electronic	indie rock	electronica	electronic rock
4734	trentemøller	electronic	minimal	techno	danish	electronica	seen live	minimal techno	ambient	electro	house
3032	comeback kid	hardcore	melodic hardcore	seen live	hardcore punk	punk	canadian	metalcore	rock	screamo	straight edge
2591	the maccabees	indie	indie rock	seen live	british	alternative	rock	alternative rock	post-punk	britpop	brighton
2429	architects	metalcore	mathcore	hardcore	seen live	metal	tech metal	post-hardcore	progressive metalcore	british	progressive metal
39	sopor aeternus & the ensemble of shadows	darkwave	gothic	medieval	melancholic	german	neoclassical	neofolk	goth	dark ambient	dark folk
831	emmure	metalcore	deathcore	hardcore	moshcore	seen live	metal	beatdown	beatdown hardcore	moshable metalcore	american
3575	blake lewis	pop	american idol	male vocalists	dance	beatboxing	blake lewis	electronic	seen live	rnb	sexy
3430	the cramps	psychobilly	rockabilly	punk	garage rock	post-punk	punk rock	seen live	rock	horror punk	garage punk
3686	caribou	electronic	seen live	experimental	indie	canadian	electronica	indietronica	psychedelic	idm	folktronica
2973	dokken	hard rock	heavy metal	hair metal	80s	rock	glam metal	metal	seen live	classic rock	american
3748	hanson	pop	pop rock	rock	seen live	indie	90s	hanson	american	favorites	male vocalists
576	marvin gaye	soul	motown	funk	rhythm and blues	rnb	oldies	70s	marvin gaye	pop	60s
1213	lush	shoegaze	dream pop	britpop	indie	4ad	female vocalists	alternative	british	seen live	shoegazer
2765	vader	death metal	polish	seen live	thrash metal	metal	brutal death metal	polish death metal	old school death metal	poland	black metal
1743	ludovico einaudi	piano	classical	contemporary classical	instrumental	ambient	neoclassical	italian	modern classical	neo-classical	minimalism
825	whitechapel	deathcore	death metal	brutal deathcore	grindcore	metalcore	seen live	metal	brutal death metal	american	hardcore
4156	die toten hosen	punk rock	german	punk	seen live	rock	deutschrock	deutsch	deutschpunk	punkrock	die toten hosen
4790	gentle giant	progressive rock	art rock	classic rock	progressive	rock	70s	british	psychedelic	experimental	prog
669	eric saade	pop	swedish	male vocalists	dance	sweden	eurovision	melodifestivalen	pop rock	indie	indie rock
1292	mind.in.a.box	futurepop	ebm	synthpop	electronic	industrial	austrian	dark electro	trance	seen live	darkwave
388	b2st	k-pop	korean	b2st	kpop	cube entertainment	male vocalists	beast	boyband	pop	dance
422	mombojó	brazilian	alternative rock	alternative	brasil	mpb	seen live	manguebeat	brazil	pernambuco	indie
1891	thomas dolby	new wave	80s	electronic	synth pop	synthpop	pop	alternative	british	seen live	rock
5310	zebrahead	punk rock	punk	pop punk	rapcore	rock	seen live	alternative	alternative rock	american	zebrahead
1861	heaven shall burn	metalcore	melodic death metal	seen live	deathcore	hardcore	death metal	german	metal	german metalcore	melodic metalcore
1126	noir désir	french	rock	alternative	rock francais	french rock	alternative rock	francais	indie	seen live	chanson francaise
3293	black kids	indie	indie pop	indie rock	alternative	seen live	synth	american	pop	rock	synthpop
2939	jls	pop	british	rnb	boyband	x factor	jls	seen live	male vocalists	metal	dance
1740	soundtrack	soundtrack	ost	soundtracks	instrumental	alternative	yann tiersen	rock	classical	indie	mistagged
2986	rosa de saron	rock	christian rock	brazilian	alternative	pop rock	brazilian rock	catolic	alternative rock	gospel	catholic rock
1670	black veil brides	post-hardcore	screamo	rock	gothic glam	emo	metalcore	hard rock	glam rock	glam metal	emocore
747	carbon based lifeforms	ambient	chillout	electronic	downtempo	psychill	psybient	psychedelic	swedish	electronica	atmospheric
4823	cueio limão	hardcore	punk rock	brazilian	pop punk	punk	rock	alternative	melodic hardcore	seen live	brasil
2432	porcelain and the tramps	industrial	electronic	female vocalists	alternative	rock	industrial rock	electronica	alternative rock	hardcore	american
496	cold	alternative rock	rock	alternative	hard rock	metal	post-grunge	alternative metal	nu-metal	nu metal	cold
5785	buzzcocks	punk	punk rock	british	new wave	rock	seen live	post-punk	70s	pop punk	british punk
2579	between the buried and me	progressive metal	metalcore	mathcore	metal	seen live	hardcore	progressive metalcore	experimental	death metal	progressive
7665	toro y moi	chillwave	electronic	lo-fi	psychedelic	seen live	electronica	dream pop	indie	american	glo-fi
2075	gregorian	new age	gregorian	ambient	choir	celtic	chillout	german	gothic	chant	gregorian chant
3164	flunk	trip-hop	chillout	electronic	downtempo	female vocalists	norwegian	alternative	electronica	indie	ambient
91	nik kershaw	80s	pop	new wave	synthpop	synth pop	british	singer-songwriter	electronic	male vocalists	rock
3011	the stooges	punk	proto-punk	garage rock	rock	punk rock	seen live	classic rock	hard rock	70s	american
2214	the word alive	post-hardcore	metalcore	screamo	emocore	hardcore	seen live	experimental	electronic	post hardcore	emo
2454	faith hill	country	female vocalists	pop	faith hill	rock	modern country	american	female	90s	country pop
758	психея	alternative	cybercore	russian alternative	nu-metal	russian	seen live	nu metal	hardcore	emocore	alternative rock
2184	maysa	bossa nova	jazz	female vocalists	mpb	soul	brazilian	brasil	maysa	neo-soul	brazil
5030	the pigeon detectives	indie	indie rock	british	seen live	britpop	alternative	rock	alternative rock	leeds	post-punk
5485	dżem	blues	blues rock	polish	rock	polish rock	seen live	dzem	classic rock	polskie	80s
2055	andrew lloyd webber	musical	soundtrack	classical	broadway	musicals	composer	rock opera	british	soundtracks	opera
6229	frightened rabbit	seen live	scottish	indie	indie rock	folk	folk rock	rock	indie folk	alternative	british
1107	the good, the bad & the queen	alternative	indie	british	britpop	indie rock	seen live	rock	alternative rock	damon albarn	experimental
8155	justin nozuka	acoustic	singer-songwriter	indie	folk	canadian	seen live	soul	justin nozuka	male vocalists	pop
5927	bang gang	trip-hop	icelandic	electronic	indie	downtempo	indie pop	chillout	alternative	ambient	seen live
5772	mamonas assassinas	rock	brazilian	comedy	brazilian rock	humour	brasil	alternative rock	brazil	humor	comedy rock
5787	diana krall	jazz	female vocalists	vocal jazz	piano	blues	diana krall	canadian	smooth jazz	jazz vocal	female
1004	kim wilde	80s	pop	new wave	female vocalists	british	synthpop	dance	rock	seen live	kim wilde
4375	mxpx	punk	punk rock	seen live	pop punk	rock	christian	alternative	pop-punk	emo	hardcore
8676	au revoir simone	indie pop	female vocalists	indie	electronic	synthpop	seen live	dream pop	pop	american	electronica
1952	raekwon	hip-hop	rap	wu-tang	hip hop	east coast rap	seen live	new york	east coast	wu-tang clan	gangsta rap
522	lacrimosa	gothic	gothic metal	darkwave	symphonic metal	german	gothic rock	metal	seen live	goth	lacrimosa
3019	louis armstrong	jazz	blues	swing	trumpet	oldies	vocal jazz	soul	american	louis armstrong	new orleans
6759	this will destroy you	post-rock	instrumental	ambient	experimental	post rock	seen live	american	indie	atmospheric	drone
408	crossfade	alternative rock	rock	hard rock	post-grunge	alternative	metal	nu metal	crossfade	alternative metal	post grunge
3617	ray lamontagne	folk	singer-songwriter	acoustic	indie	acoustic rock	seen live	american	male vocalists	chill	mellow
4113	lamb	trip-hop	electronic	chillout	female vocalists	electronica	downtempo	ambient	seen live	trip hop	british
1469	the mamas & the papas	classic rock	60s	oldies	rock	pop	folk	psychedelic	american	folk rock	hippie
2612	newton faulkner	acoustic	singer-songwriter	folk	alternative	british	seen live	rock	male vocalists	indie	pop
2823	eagles of death metal	seen live	stoner rock	rock	garage rock	alternative rock	alternative	hard rock	indie	indie rock	stoner
2172	gojira	death metal	progressive metal	progressive death metal	seen live	metal	thrash metal	french	groove metal	whalecore	technical death metal
10969	françoise hardy	french	female vocalists	60s	french pop	chanson	chanson francaise	pop	ye-ye	france	singer-songwriter
2467	george strait	country	george strait	classic country	traditional country	male country	male vocalists	seen live	80s	texas	90s
8027	jónsi & alex	ambient	icelandic	post-rock	experimental	instrumental	indie	atmospheric	minimal	dreamy	drone
354	sarah connor	pop	female vocalists	german	soul	dance	sarah connor	rnb	female	female vocalist	sexy
1423	a silver mt. zion	post-rock	experimental	instrumental	ambient	post rock	seen live	canadian	indie	constellation	avant-garde
2019	stacie orrico	pop	female vocalists	rnb	christian	female	american	stacie orrico	female vocalist	00s	soul
567	sam cooke	soul	rhythm and blues	oldies	gospel	rnb	60s	blues	american	sam cooke	pop
2281	deerhoof	experimental	seen live	indie	indie rock	noise rock	noise	rock	indie pop	female vocalists	noise pop
2526	sunrise avenue	rock	pop rock	finnish	alternative	alternative rock	seen live	pop	sunrise avenue	male vocalists	suomi
6397	harry gregson-williams	soundtrack	instrumental	classical	score	video game music	composer	soundtracks	british	composers	ost
5958	the summer set	pop punk	powerpop	pop rock	emo	power pop	seen live	rock	pop	american	alternative
3456	the adicts	punk	punk rock	oi	british punk	british	seen live	rock	street punk	punk 77	77 punk
6602	mae	emo	indie	alternative	rock	seen live	indie rock	christian	alternative rock	mae	punk
3509	bathory	black metal	viking metal	thrash metal	pagan metal	metal	swedish	folk metal	old school black metal	swedish black metal	heavy metal
1438	camila	pop	spanish	camila	latin	latin pop	rock	mexico	mexican	romantica	todo cambio
5172	grand funk railroad	classic rock	hard rock	rock	70s	funk	blues rock	american	funk rock	progressive rock	grand funk railroad
1890	sparks	new wave	glam rock	rock	pop	synth pop	electronic	70s	synthpop	seen live	80s
4051	morphine	jazz	alternative	rock	blues	indie	low rock	alternative rock	jazz rock	saxophone	indie rock
6726	albert hammond, jr.	indie rock	indie	seen live	singer-songwriter	alternative	rock	american	indie pop	alternative rock	pop
6249	theory of a deadman	rock	alternative rock	post-grunge	hard rock	alternative	canadian	seen live	theory of a deadman	grunge	metal
4810	the pipettes	indie pop	female vocalists	indie	seen live	british	pop	britpop	twee	retro	girl group
3405	antimatter	dark ambient	progressive rock	melancholic	ambient	darkwave	atmospheric	trip-hop	doom metal	seen live	alternative
4136	leaves' eyes	gothic metal	symphonic metal	female fronted metal	metal	female vocalists	seen live	gothic	folk metal	norwegian	german
4223	the spill canvas	emo	indie	seen live	acoustic	alternative	rock	indie rock	punk	alternative rock	the spill canvas
6	moonspell	gothic metal	doom metal	black metal	dark metal	metal	seen live	gothic	portuguese	death metal	portugal
912	carter burwell	soundtrack	instrumental	ambient	composers	movie score	composer	twilight	american	classical	score
4346	walls of jericho	hardcore	metalcore	seen live	female vocalists	female fronted metal	metal	moshcore	american	hardcore punk	screamo
2621	we came as romans	post-hardcore	metalcore	screamo	hardcore	seen live	hundycore	electronic	metal	emocore	american
967	sixpence none the richer	pop	female vocalists	rock	alternative	christian	pop rock	indie	90s	american	alternative rock
1342	gamma ray	power metal	heavy metal	speed metal	metal	german	seen live	melodic metal	german metal	progressive metal	gamma ray
1994	devin townsend	progressive metal	progressive rock	metal	canadian	progressive	seen live	experimental	industrial	industrial metal	ambient
3563	saliva	hard rock	rock	nu metal	alternative rock	metal	alternative	alternative metal	post-grunge	nu-metal	seen live
5260	adam and the ants	new wave	post-punk	80s	new romantic	punk	british	rock	pop	alternative	punk rock
1264	carcass	death metal	grindcore	melodic death metal	goregrind	metal	seen live	british	deathgrind	grind	death n roll
1184	the blackout	post-hardcore	seen live	screamo	rock	emo	welsh	emocore	alternative rock	metalcore	british
1160	roy orbison	classic rock	oldies	rockabilly	60s	rock	rock and roll	singer-songwriter	rock n roll	roy orbison	american
2617	pierce the veil	post-hardcore	emocore	emo	experimental	post hardcore	seen live	screamo	rock	hardcore	american
2038	in extremo	folk metal	german	medieval	seen live	metal	mittelalter	folk rock	folk	medieval metal	rock
1640	gza/genius	hip-hop	rap	wu-tang	hip hop	east coast rap	seen live	new york	wu-tang clan	east coast	underground rap
1817	l7	grunge	riot grrrl	punk	female vocalists	rock	alternative	punk rock	90s	alternative rock	seen live
1820	donna summer	disco	pop	70s	dance	female vocalists	soul	80s	donna summer	funk	american
2372	backyard babies	seen live	hard rock	rock	punk rock	swedish	punk	rock n roll	alternative rock	sleaze rock	punk n roll
1348	alestorm	folk metal	pirate metal	power metal	true scottish pirate metal	scottish	seen live	metal	heavy metal	folk	scottish metal
2462	reik	latin pop	pop	reik	latin	spanish	mexican	mexico	male vocalists	romantica	spanish pop
3391	zeca baleiro	mpb	brasil	brazilian	alternative	brazil	zeca baleiro	seen live	male vocalists	singer-songwriter	pop
2402	xiu xiu	experimental	indie	seen live	electronic	post-rock	indie rock	noise	alternative	avant-garde	post-punk
5299	swans	post-punk	industrial	experimental	noise rock	no wave	seen live	post-rock	noise	experimental rock	avant-garde
156	vast	alternative	alternative rock	rock	industrial	electronic	progressive rock	indie	american	industrial rock	seen live
2364	the hellacopters	rock	seen live	hard rock	garage rock	swedish	rock n roll	sweden	punk	punk rock	rock and roll
770	horse the band	nintendocore	hardcore	experimental	seen live	post-hardcore	metalcore	electronic	8-bit	metal	screamo
4104	scary kids scaring kids	post-hardcore	screamo	emo	hardcore	rock	seen live	emocore	post hardcore	punk	alternative
6376	missy elliott	hip-hop	rap	hip hop	rnb	female vocalists	pop	dance	missy elliott	american	hiphop
4504	terror	hardcore	seen live	metalcore	hardcore punk	moshcore	metal	nyhc	punk	american	straight edge
3382	os paralamas do sucesso	rock	brazilian rock	brazilian	brasil	mpb	ska	80s	seen live	pop	rock brasileiro
1782	jonathan larson	broadway	musicals	musical	soundtrack	rent	showtunes	seen live	rock	soundtracks	american
1929	asian kung-fu generation	j-rock	japanese	rock	jrock	j-pop	anime	alternative	japanese music	jpop	asian kung-fu generation
1711	eisbrecher	industrial metal	industrial	german	neue deutsche haerte	electronic	seen live	neue deutsche härte	metal	industrial rock	ndh
8656	mansun	britpop	indie	alternative	rock	british	indie rock	alternative rock	90s	seen live	progressive rock
1344	annihilator	thrash metal	speed metal	heavy metal	metal	thrash	seen live	canadian	technical thrash metal	groove metal	progressive metal
2362	monster magnet	stoner rock	hard rock	rock	seen live	metal	stoner	stoner metal	space rock	psychedelic rock	alternative
3792	bad brains	hardcore	hardcore punk	punk	reggae	punk rock	dub	seen live	rock	80s	american
1101	these new puritans	post-punk	indie	seen live	new rave	british	indie rock	experimental	electronic	art rock	alternative
6150	tangerine dream	electronic	ambient	krautrock	progressive rock	new age	experimental	german	electronica	progressive electronic	psychedelic
2836	scars on broadway	alternative rock	alternative metal	rock	alternative	metal	nu metal	hard rock	american	seen live	system of a down
8594	joni mitchell	folk	singer-songwriter	female vocalists	canadian	acoustic	jazz	classic rock	folk rock	rock	70s
3375	ryan cabrera	pop	pop rock	singer-songwriter	rock	acoustic	seen live	male vocalists	ryan cabrera	american	alternative
4706	sam sparro	electronic	funk	pop	soul	electro	australian	dance	electropop	male vocalists	electronica
3732	311	alternative	rock	alternative rock	reggae	ska	seen live	punk	311	rapcore	90s
4124	ufo	hard rock	classic rock	rock	heavy metal	progressive rock	british	70s	seen live	space rock	metal
1021	groove coverage	dance	trance	electronic	eurodance	techno	german	pop	vocal trance	female vocalists	groove coverage
6730	mark lanegan	singer-songwriter	rock	grunge	alternative	blues	seen live	alternative rock	stoner rock	blues rock	indie
2735	ляпис трубецкой	ska	rock	belarussian	pop rock	russian	seen live	ska punk	ska-punk	punk	punk rock
1883	the cars	new wave	80s	rock	classic rock	pop	power pop	american	pop rock	alternative	70s
5073	juno reactor	psytrance	electronic	goa	trance	electronica	psychedelic	goa trance	techno	industrial	psychedelic trance
5969	drop dead, gorgeous	post-hardcore	screamo	hardcore	metalcore	emocore	seen live	emo	post hardcore	experimental	grindcore
457	aaron carter	pop	aaron carter	male vocalists	dance	90s	seen live	brutal death metal	the illest motherfucker on the streets	teen pop	officially shit
1913	ария	heavy metal	russian	russian rock	metal	rock	russian metal	hard rock	seen live	russian heavy metal	nwobhm
3557	aqua	pop	dance	eurodance	90s	europop	danish	female vocalists	electronic	norwegian	bubblegum
3461	phantom planet	rock	indie	alternative	indie rock	alternative rock	seen live	pop	california	emo	american
4560	brooke hogan	pop	rnb	dance	female vocalists	electronic	brooke hogan	hip-hop	sexy	pop rock	00s
4565	doda	polish	pop	rock	female vocalists	sexy	doda	pop rock	electronic	seen live	maksimum cyca - minimum mozgu
1297	colony 5	futurepop	synthpop	ebm	electronic	industrial	swedish	seen live	synth	electro	darkwave
1980	czesław śpiewa	alternative	polish	experimental	folk	poetry	seen live	lyrical	psychedelic	accordion rock	poezja spiewana
2089	티아라	k-pop	korean	female vocalists	t-ara	kpop	pop	dance	girl group	girlband	electronic
3196	alice in videoland	electronic	electroclash	synthpop	swedish	electronica	seen live	female vocalists	electropop	electro	ebm
992	chris rea	rock	blues	classic rock	soft rock	singer-songwriter	blues rock	british	80s	chris rea	pop
5666	volbeat	seen live	heavy metal	metal	rockabilly	elvis metal	danish	hard rock	rock	groove metal	rock and roll
