artistID	name	listeners
5186	Esthero	297767
4998	Esthetic Education	49407
6505	Estopa	219391
17158	Estradasphere	94255
7090	Estudio Base	439
9703	Etana	36915
12331	Eterea	106
15044	Eternal Lord	30410
10386	Eternal Summers	101328
7116	Eternal Tears of Sorrow	172026
17352	Ethnic Music Classics: 1925-48	27
3236	Eths	63483
9745	Etienne Daho	0
2175	Etta James	1085107
6106	Eufeion	2444
18404	Euge Groove	95903
7033	EugeneKha	2630
7438	Eugeniusz Bodo	5233
12706	Euphoria	55590
2017	Eureka Seven	1793
4180	Europe	1055332
12065	Euros Childs	28200
1892	Eurythmics	1465947
15421	Eva Avila	7586
7140	Eva Cassidy	586389
13105	Eva Mon amour	2253
1441	Eva Simons	345777
822	Evading Downfall	594
5945	Evan Jones	962
8755	Evan Rachel Wood	200505
3931	Evan Taubenfeld	12378
378	Evanescence	2363452
7947	Evans Blue	507615
13511	Evanthia Reboutsika	8679
1595	Eve	505064
14318	Eve 6	676282
15746	Eve feat. Sean Paul	15964
15294	Evelyn Evelyn	50481
6452	Everclear	909839
3027	Evergreen Terrace	215693
4670	Evergrey	200263
8722	Everlast	561480
14473	Everlast Life	37
15252	Everlasting Will	606
9774	Everlea	2327
1685	Everlife	49181
9982	Evermore	108304
4264	Every Avenue	321723
9105	Every Little Thing	80919
8464	Every Time I Die	355495
5661	Everybody Else	27229
17635	Everyone Dies in Utah	21497
3731	Everything Everything	358563
4228	Everything Is Made in China	84384
3992	Everything but the Girl	839498
11758	Evidence	159138
9618	Evil Conduct	9945
17750	Evil Dead Original Off-Broadway Cast	899
14308	Evil Masquerade	12067
4318	Evil's Toy	50455
10769	Evildead	12421
7422	Evile	89717
11227	Evita	19555
10034	Evo	27549
7955	Evol Intent	134661
17383	Evolv	3694
667	Evridiki	12694
1057	Ewa Farna	58731
9161	Ewelina Flinta	33415
16255	Ex Models	34689
3392	Exaltasamba	95427
17292	Exaltasamba - www.sopagode10.net	600
5536	Example	614033
5824	Excel	16143
17274	Excess Pressure	1758
5818	Exciter	57409
8331	Excrementory Grindfuckers	36403
17230	Exilia	140935
4106	Exit Ten	27670
6965	Exit in Grey	1637
1364	Exodus	366534
8233	Expatriate	40832
15667	Experimental Model	2492
632	Explosions in the Sky	1191713
18283	Expose	42445
1031	Exposé	58035
15886	Express Rising	7718
12662	Extol	39758
5864	Extra Life	9255
18607	Extrabreit	65854
14744	Extrawelt	216492
2565	Extreme	627713
1815	Extremoduro	115192
1536	Exumer	25116
5793	Exxasens	80721
17814	Exxótica	1920
4240	Eye Alaska	51732
9126	Eyedea	63097
9118	Eyedea & Abilities	153560
1223	Eyehategod	121817
15638	Eyeless in Gaza	23632
2959	Eyes Set to Kill	335564
6718	Eyshila	7585
2300	Ezginin Günlüğü	51050
10739	F.A.Q.	1758
15500	F.I.B	2705
5811	F.K.Ü.	11250
5017	F.L.A.B	339
17242	F.P.G.	43905
15678	F.R. David	152194
2798	F.T Island	62563
8401	FACT	41618
14785	FAKIEDJ	978
15624	FC/Kahuna	312890
6874	FGFC820	48203
9688	FILMharmonic Orchestra Prague	3571
11306	FLOPPY	8996
11466	FM Belfast	158072
2492	FM Einheit	10863
8244	FM Static	155414
14550	FM ft Cataracs & Dev	2258
18720	FORCE OF NATURE, Nujabes, fat jon	2648
12185	FREENOTE	2584
1269	FREq	37434
18600	FS	22429
6747	FSB	7331
17787	Faber Drive	101331
10599	Fabian Buch	15194
10062	Fabiana Cantilo	46752
17408	Fabio Concato	23040
10219	Fabio Frizzi	12551
6631	Fabolous	1511661
9973	FabrikC	23504
3267	Fabrizio De André	143998
18280	Fabrizio Moro	32757
12880	Fabulous Souls	9054
4847	Face to Face	239362
15586	Faces	434127
15662	Facto delafé y las flores azules	34445
13819	Factor	13835
1560	Facção Central	14169
7343	Fad Gadget	147203
5558	Faded Paper Figures	125712
7512	Faderhead	54889
12136	Fadl Shaker	24611
339	Fady Maalouf	11571
14442	Fagasaurus Sex	8216
6380	Fagget Fairys	22556
12432	Fahd Al Kandari	0
13504	Fahir Atakoğlu	10088
1669	Faichecleres	22133
781	Fail Emotions	41848
6134	Fair to Midland	169253
10970	Fairport Convention	226833
384	Fairuz	67838
4323	Fairyland	68214
272	Faith Evans	469772
2454	Faith Hill	646469
1119	Faith No More	1239313
8369	Faith and the Muse	101685
7767	Faithful Darkness	12605
66	Faithless	1368686
1063	Fake	12097
17172	Fake Drugs	3058
7835	Fake Number	90813
13204	Fake The Envy	3512
3085	Faktion	125501
6483	Falamansa	57965
5254	Falco	466793
1993	Falconer	147345
13934	Falcão	9430
7922	Falkenbach	136866
540	Fall Out Boy	2714799
11624	Fall of Efrafa	40366
2216	Fall to the Queen	762
8536	Fallen	7945
1671	Falling In Reverse	265444
10443	Falling Red	1056
11796	Falling Up	177633
988	Fallulah	111903
10382	False Awakening	3152
9763	FaltyDL	146817
17800	Family Fantastic	364
3247	Family Force 5	217687
14474	Fan Death	47620
3918	Fancy	115701
6296	Fanfarlo	450234
10611	Fang Island	136218
12984	Fangoria	76559
13865	Fanisk	4636
18127	FankaDeli	3407
1446	Fanny Lú	74251
12240	Fantan Mojah	130154
10989	Fantasia	344243
15086	Fantastic Plastic Machine	114450
5705	Fantazja	4863
2473	Fantômas	209638
1456	Far East Movement	970675
16739	Far Too Loud vs Code Zero	351
12498	Faraquet	61242
10897	Farben Lehre	129434
5607	Fard	21583
4986	Fares Karam	11763
13468	Farewell	62396
9772	Farewell to Freeway	14034
11595	Farhad	12148
8456	Farhad As'adian	27
5676	Farid Bang	31421
18692	Farid Farjad	27270
14728	Farin Urlaub	179793
18291	Fascination	3456
17926	Fashawn	174569
1880	Fashion	9716
3275	Fastball	415062
5010	Faster Pussycat	112277
12203	Fat Freddy's Drop	284610
16501	Fat Joe	729226
3334	Fat Jon	134618
11429	Fat Mattress	6485
15821	Fat Segal	45815
6796	Fatale	2166
5517	Fatali	39328
13917	Fatback Band	138932
1397	Fatboy Slim	1926955
3779	Fates Warning	115920
8437	Fatih Yaşar	547
12445	Fatih Çollak	46
17984	Fatima Spar und die Freedom Fries	57074
8812	Fats Domino	493366
2991	Fats Waller	247447
13753	Fatso Jetson	82108
15170	Fatty Spins	12284
7412	Faun	162094
5424	Faun Fables	29551
17783	Faunts	117925
5295	Faust	173564
11860	Faust Again	11139
11723	Fauxliage	73598
11286	Favez	12481
17541	Favorite	55178
17553	Favorite & Hollywood Hank	1271
16747	Fax	17071
9872	Fear	117716
15055	Fear Before the March of Flames	171710
785	Fear Factory	652680
6806	Fear Of Domination	19097
7631	Fede Comin y Fran Fernandez	37
10529	Federico Miranda	769
849	Feed Her To The Sharks	58176
14904	Feed Me	508439
3945	Feeder	749687
8762	Feel	81827
5948	Fefe Dobson	144399
24	Feindflug	99727
2277	Feist	1963358
4062	Fela Kuti	290646
15649	Feldberg	37280
11011	Felipe Dylon	14849
11154	Felipe Smu	1994
14670	Felix Kubin	31565
16333	Felix Mendelssohn	648243
9860	Felix da Housecat	466217
1769	Felpeyu	2424
7556	Femi Kuti	118702
9316	Fences	121163
9732	Fenech-Soler	272815
4836	Fenix TX	246163
3504	Fennesz	249981
10045	Fenomen	29737
320	Fergie	1814172
14254	Feridun Düzağaç	71573
15111	Fermin IV	10151
12353	Fernanda Abreu	42716
7252	Fernanda Brum	18442
4819	Fernanda Takai	76886
8732	Fernandinho	20774
4463	Fernando & Sorocaba	64449
10541	Fernando Delgadillo	67137
12518	Fernando Rocha	2146
11651	Fernando Sor	63047
5684	Ferras	58182
5112	Ferrum	706
4036	Ferry Corsten	595397
6555	Fertig, Los!	61999
14802	Fettes Brot	353156
1990	Fever Ray	846512
788	Fey	111987
79	Fiction Factory	124244
8729	Fiction Family	52684
10197	Fiction Plane	47530
9100	FictionJunction YUUKA	38088
14806	Fiddler's Green	124234
7551	Fidel Nadal	45619
9182	Fiel a la Vega	4285
11422	Field Mouse	22910
7671	Field Music	203000
2581	Fields	62934
3438	Fields of the Nephilim	152907
12341	Fieldtriqp	7889
4749	Fighting Instinct	9977
12390	Fighting With Wire	34477
2150	Fightstar	233604
3253	Figurines	88284
9054	Fikret Kızılok	63729
8513	Fila Brazillia	387972
15322	Filipe Guerra	5393
8858	Filippa Giordano	34293
16759	Filligar	7698
14932	Film School	104124
6942	Film Symphomy Orchestra Praha	6
15452	Filo & Peri	69108
6474	Filosofia Reggae	8390
6130	Filter	613807
9011	Filthy Dukes	78053
11001	Fim do Silêncio	2769
3537	Final	19600
8260	Final Breath	4929
2398	Final Fantasy	355517
14311	Final Fantasy (Soundtracks)	208
13680	Final Sacrifice	2891
3986	Final Selection	5677
494	Finch	542740
11911	Findlay Brown	64705
18722	Fingathing	121493
10069	Finger Eleven	860152
2878	Finis Tasby	2030
2167	Fink	607237
2656	Finley	27825
5294	Finn	38128
17388	Finneyerkes	1626
3660	Finntroll	368734
7812	Fino Coletivo	27880
3110	Fiona Apple	1364126
6206	Fionn Regan	377776
5624	Fiorella Mannoia	75524
1152	Fire Bomber	9361
13637	Fire On Dawson	12712
2712	Firebrand Boy	25055
10419	Firebug	10143
17215	Firefall	103164
4747	Fireflight	253034
9822	Firehouse	254590
2975	Firewind	156285
9794	Fireworks	117040
17123	Firqat al-Isra	69
16366	First Aid Kit	680439
10352	First Moog Quartet	2919
13850	First Signs Of Frost	7660
9204	Fischer-Z	61961
4732	Fischerspooner	636373
3269	Fish	97105
12064	Fishbone	163616
16628	Fiskales Ad-Hok	8290
4846	Fistt	7783
10289	Fisz	69999
11756	Fisz Emade	74524
15999	Fisz Emade jako Tworzywo Sztuczne	53271
12923	Fito & Fitipaldis	131203
5238	Fito Páez	185429
803	Five	285852
9018	Five Colors	267
834	Five Finger Death Punch	996260
8016	Five Iron Frenzy	114751
17138	Five O'Clock Heroes	58517
17871	Five O'Clock People	741
2933	Five Star	64257
17886	Five Star Fall	763
3459	Five for Fighting	746601
7516	Fixmer/McCarthy	25745
7978	Fizyk	939
17165	Fizzgig	547
116	Fjordne	60058
244	Flagelo Urbano	15
14883	Flamenco Caravan	1916
18343	Flamin' Groovies	119914
17701	Flanders and Swann	12460
4127	Flash and the Pan	82210
14682	Flat Earth Society	11552
7541	Flavio Mandinga Project	503
2385	Flaw	276627
8061	Flea	27039
1633	Fleet Foxes	1617066
96	Fleetwood Mac	2140231
14058	Fleischschirm	3
12094	Flema	10647
10885	Fler	76232
9970	Flesh & Space	11832
16911	Flesh Field	60377
3221	Fleshgod Apocalypse	90601
3002	Fletcher Henderson	103269
13656	Flexe	13374
1724	Flica	21700
13568	Flicts	7612
11264	Flies are Spies from Hell	12520
15014	Flight 180	3163
1162	Flight of the Conchords	433380
6988	Flint Glass	17774
11039	Flipper	103754
6201	Flipsyde	328540
545	Flo Rida	2128404
2829	Flobots	500951
260	Floetry	265742
7260	Flogging Molly	822843
14033	Flook	42880
11525	Flooting Grooves	19775
8363	Flora	8991
15473	Flora Matos	32671
7503	Florence + The Machine & Dizzee Rascal	17413
689	Florence + the Machine	2402863
11861	Florence and The Machine	0
15297	Florian Ostertag	22843
11451	Floribella	7027
658	Floricienta	11927
9665	Flotation Toy Warning	24734
1341	Flotsam and Jetsam	93295
1872	Flow	190285
8506	Flowers From the Man Who Shot Your Cousin	87143
18521	Flowing Tears	119697
5506	Flowjob	25395
17391	Fluctuations	407
520	Fluke	436746
3164	Flunk	651536
13799	Flux Axiom	605
16525	Flux Pavilion	671036
14111	Flux of Pink Indians	38460
5971	FlyKKiller	131133
1943	Flying Lotus	757537
499	Flyleaf	1002644
6125	Flyswatter	2940
14569	Flávio Venturini	21876
4889	Flёur	161174
2582	Foals	1439418
4149	Fobia	141818
5301	Focus	292618
2262	Foesum	33706
2472	Foetus	71175
8795	Foghat	441300
3864	Foje	18433
5057	Fokus	48330
9216	Folkearth	48204
16798	Followed By 37 Seconds Of Happiness	1934
16916	Fondo Flamenco	31119
10466	Fonky Family	51494
15334	Fonseca	118801
12531	Fonzie	8305
982	Foo Fighters	3996434
1925	Fool's Garden	501355
8460	Footnotes	7479
5602	For My Enemy	2027
10867	For My Pain...	49205
1552	For Today	127808
8277	For the Fallen Dreams	159607
12532	ForGodsFake	263
1529	Forbidden	69232
16583	Forbidden Society & Current Value	915
4606	Forefather	35437
4130	Foreigner	1297951
18084	Forest City Lovers	35306
5882	Forest Swords	184144
1040	Forever the Sickest Kids	572183
4828	Forfun	129207
13839	Forget Me In Vegas	1549
11556	Forgive Durden	114126
4459	Forgotten Boys	26445
8526	Forgotten Tomb	42846
1282	Forma Tadre	5350
491	Fort Minor	1235127
5476	Foster the People	1736430
4148	Foundation	29102
7406	Fountains of Wayne	632949
6354	Four Jacks	2179
12016	Four Seasons	51834
1965	Four Tet	911725
1192	Four Year Strong	477106
3979	Fourteen 14	4203
9163	Fox	35864
4394	Foxboro Hot Tubs	136701
12012	Foxes In Fiction	68952
5606	Fozzy	87276
18226	Fra Lippo Lippi	21503
6799	Fractal Gates	17223
5201	Fractured Visions	70
1023	Fragma	374086
8752	Frakkur	13029
3082	Framing Hanley	187973
15207	Framtid	5158
7495	France & Dom	2052
9032	France Gall	264720
12686	Francesca Battistelli	74263
13710	Francesca Reggio and Blue Shift	127
3265	Francesco De Gregori	123077
10366	Francesco De Masi	12153
16320	Francesco Geminiani	58583
3821	Francesco Guccini	78132
12479	Francesqa	13369
16594	Francine Jarry & Abraham-Hicks	30
12071	Francis Cabrel	139043
3935	Francis Dunnery	52416
12674	Francis Lai	82165
10313	Francis and the Lights	154428
9701	Francisca Valenzuela	61841
11671	Francisco Tárrega	71934
4649	Franco Battiato	180062
5593	Franco Levine	162
6319	Franco de Vita	183377
16146	Frank	17722
9206	Frank Black	331474
12066	Frank Black and the Catholics	88335
13938	Frank Jorge	5665
6056	Frank Klepacki	128827
9565	Frank Luntz	360
5895	Frank Marino	6085
5896	Frank Marino & Mahogany Rush	17347
15787	Frank Martiniq	25059
986	Frank Sinatra	2351217
7319	Frank Turner	423940
12739	Frank Van Bogaert	12925
17551	Frank White und Godsilla	1989
5407	Frank Yankovic and His Yanks	1097
2624	Frank Zappa	770743
4405	Frank Zappa & Captain Beefheart	18380
13347	Frank the Baptist	27084
18641	Franka Potente	33040
10410	Frankenstein Drag Queens From Planet 13	36780
2027	Frankie Goes to Hollywood	680689
15023	Frankie Laine	123356
1499	Frankie Ruiz	86398
15803	Frankie Valli & The Four Seasons	380993
8589	Frankmusik	284517
18571	Frantic Flintstones	56914
1090	Franz Ferdinand	3195704
15338	Franz Joseph Haydn	633513
9271	Franz Schubert	879087
16325	François Couperin	122036
10355	François de Roubaix	33242
2335	Françoise Atlan	2079
10969	Françoise Hardy	432337
16494	Frauenarzt & Manny Marc	62841
11516	Freak Kitchen	41486
8200	Freakpower	123998
4657	Fred Anderson	2919
7436	Fred Astaire	344963
9903	Fred Hammond	68631
9909	Fred Hammond & Radical for Christ	42610
17027	Fred Nukes	1047
12132	Freddie Hubbard	293199
9911	Freddie Jackson	119388
10550	Freddie Joachim	101045
8114	Freddie King	250696
16107	Freddie McGregor	133447
4031	Freddie Mercury	435691
6575	Fredrik Thordendal's Special Defects	43950
14059	Fredrik Thordendal’s Special Defects	215
2854	Free	627819
11378	Free the Robots	124119
4322	Freedom Call	148284
17204	Freedom for Justice	4547
18295	Freeez	43973
13919	Freekbass	2188
6299	Freelance Whales	406226
1395	Freemasons	186645
18302	Freestyle	84489
18289	Freestyle Project	5049
6905	Freeway	253941
16079	Freeway & Jake One	20030
6544	Freezepop	220802
16600	Freiheit	14133
5454	Frejat	82097
13660	French Kicks	202972
14560	French Teen Idol	47234
14239	Frente!	79947
13967	Frenzal Rhomb	81532
16281	Frenzy	27344
13040	Fresh Cherries From Yakima	521
16490	Fresh Dumbledore	13445
1045	Fresno	170525
11243	Freur	29812
6703	Frida	104811
3730	Friendly Fires	953485
4420	Friends of redhalo	627
16967	Frightdoll	7752
6229	Frightened Rabbit	589963
7645	Friska Viljor	140401
3036	Frittenbude	131676
17967	Frivolous	41759
2695	Frog Pocket	37983
4103	From Autumn to Ashes	386781
2430	From First to Last	566475
828	From a Second Story Window	26557
3289	Front 242	227394
1253	Front Line Assembly	221168
6669	Front Sonore	3165
11852	Frontside	56424
17405	Frost	61395
10576	Frostbite	3925
5480	Frou Frou	977114
4312	Frozen Plasma	52157
1739	Frozen Silence	127241
15340	Fruko y Sus Tesos	98656
14589	Fruto Sagrado	4708
17988	Fryderyk Chopin	0
1112	Frédéric Chopin	1230651
15683	Frédéric François	5057
15268	Fréhel	128462
8492	Fu Manchu	295806
12431	Fuat	7703
8026	Fuck Buttons	304491
13875	Fuck...I'm Dead	37753
11788	Fucked Up	210284
5217	Fuel	882437
5145	Fuertes Convicciones	208
9371	Fugative	51738
3364	Fugazi	603502
4400	Fugdale	1752
8184	Fugees	1215034
16622	Fugitive Souls	295
5152	Fujiya & Miyagi	316511
15173	Fukkk Offf	146928
13866	Fukpig	10324
5174	Fulano	4363
5104	Full Blown Chaos	41288
3974	Fun Factory	60014
18290	Fun Fun	35551
14439	Fun Lovin' Criminals	417812
17239	Funbox	1117
12334	Funckarma	49205
2327	Funda Arar	54266
6479	Fundo de Quintal	27473
13618	Funeral Diner	50227
2754	Funeral Mist	36489
492	Funeral for a Friend	670781
15592	Fungi Girls	25646
3776	Funkadelic	543250
37	Funker Vogt	133818
4863	Funki Porcini	378076
15310	Funkstörung	78459
9483	Funky 4 + 1	28039
5259	Funky Bunch	85
651	Funky G	5912
15098	Funny van Dannen	67132
10580	Furious Styles	16534
5211	Further From The Truth	48
13528	Further Seems Forever	228078
5748	Fused	34492
13635	Futon	6616
14676	Future Bible Heroes	43246
17518	Future Engineers	28241
1699	Future Pop Stars United	2627
9364	Future World Music	46334
14348	Future of the Left	83493
2822	Fuzzy Pets	682
11909	Fyfe Dangerfield	92376
10459	Fábio Jr.	34633
11180	Fígado Killer	64
10260	Füsun Önal	6414
8542	G&G Sindikatas	14711
409	G-Dragon	131322
12587	G-Dragon (지드래곤)	7779
1612	G-Side	35092
2924	G-Unit	799234
14023	G. Love	332974
6462	G. Love & Special Sauce	464520
14681	G.A.N. 665 + 1	-1
14665	G.A.N. 665+1	5959
15740	G.NA	47847
14912	G.O.R.E	727
13907	G.S.Agostinho	10
390	GACKT	155599
3662	GAGA	10522
7485	GAK	41812
9104	GARNET CROW	25665
3784	GBH	120554
410	GD&TOP	65102
18617	GENERAL DECAY	12654
4778	GG Allin	96331
14172	GIR	894
5560	GIRL NEXT DOOR	32228
4587	GMS	104313
14624	GO! With Fourteen O	34394
3733	GOBBLE GOBBLE	36377
12471	GOCOO	3970
15891	GRAMATIK	356688
14607	GRAMMY	1372
7863	GRUPO 05	32
15418	GReeeeN	52427
2892	GT & The Bandits	136
3786	GWAR	147882
1640	GZA/Genius	462263
16564	Gabi	10499
12877	Gabi Newman feat. Nikol	504
8221	Gabin	243198
13909	Gabo Ferro	6052
14761	Gabriel Ananda	131654
7111	Gabriel Fauré	516596
4866	Gabriel o Pensador	104861
7403	Gabriella	38079
4707	Gabriella Cilmi	486792
351	Gabrielle	413331
6944	Gabry Ponte	55341
1442	Gaby sanchez	27
7302	Gaelle	120644
14776	Gaetano Parisio	8498
10839	Gaia	119382
7416	Gaia Consort	7189
8058	Gail Ann Dorsey	798
7706	Gaiola Das Popozudas	53572
11764	Gal Costa	319800
11168	Gala	180280
10201	Galactic	156793
3294	Galaxie 500	360675
16253	Gale Racer	3
17071	Galitza	564
8516	Gallhammer	31389
2196	Gallows	217799
4321	Galneryus	44484
7421	Gama Bomb	57832
18261	Gameboy/Gamegirl	55407
1342	Gamma Ray	319570
6099	Gammer	33365
10534	Gandhi	5380
11464	Gang Gang Dance	288624
276	Gang Starr	931717
7076	Gang of Four	565370
12885	Ganga	80721
17817	Gangrena Gasosa	7090
14141	Gangsta Boo	58005
12847	Ganja Kru	37665
16797	Gantz	27114
5642	Garage Fuzz	24786
172	Garbage	1581026
4378	Garden of souls	37
8204	Gare du Nord	129223
4775	Gareth Emery	220345
1599	Gareth Gates	106026
6644	Garfunkel and Oates	61828
9855	Garotos Podres	41936
10994	Garotos da Rua	3305
8758	Garou	93014
5274	Garrett Hedlund	11248
5290	Garrett Hedlund & Leighton Meester	7742
2442	Garth Brooks	545574
3587	Gary Allan	412935
18035	Gary B	123501
11727	Gary Barlow	98720
16132	Gary Burton	88323
14260	Gary Go	72365
14028	Gary Hobson Band	11911
1388	Gary Jules	776476
7471	Gary McKill	110
6959	Gary Moore	670101
1886	Gary Numan	592364
17238	Gary Puckett & The Union Gap	107104
13756	Gary Revel	204
11783	Gas	128738
12743	Gas (Mat Jarvis)	2923
7952	Gasmask 71	2611
12159	Gasoline queen	651
7589	Gasper Lawal	10425
775	Gastón Arévalo	4936
15951	Gato Idiota	2013
6771	Gatsby's American Dream	139948
11430	Gatto Marte	1809
15202	Gauze	8568
3749	Gavin DeGraw	1113731
13634	Gavin Friday	81301
6572	Gavin Harrison & 05Ric	5359
9262	Gavin Rossdale	139407
16760	Gay Fairy Tales	7
4974	Gazebo	111873
3418	Gazpacho	100458
5171	Geddy Lee	40781
13676	Gehenna	50058
9557	Geinoh Yamashiro-gumi	0
15686	Gemelli Diversi	44926
3096	Gemini Five	23487
12299	Gemma Hayes	147862
13330	Gendrickson Mena	684
13823	Gene Ammons	101529
5382	Gene Vincent	298113
12256	General Degree	39516
8216	General Elektriks	107569
4360	General Patton vs. The X-Ecutioners	46991
11933	Generation X	212875
1413	Genesis	1304685
13162	Geneva Jacuzzi	50280
4790	Gentle Giant	268145
4386	Gentle Touch	26004
9840	Gentleman	567702
12321	Geoff Farina	12970
9981	Geoff Zanelli	23902
14788	Geoffrey Paris	8979
11115	Geomatic	20242
1175	Georg Friedrich Händel	789913
13595	Georg Philipp Telemann	310089
16660	George	46176
10145	George Benson	510897
13444	George Bruns	45180
6098	George Carlin	111195
14886	George Duke	204171
1416	George Harrison	1286388
4542	George Jones	323489
77	George Michael	1483899
8846	George Papavgeris	127
2467	George Strait	575219
7408	George Thorogood	199549
8340	George Thorogood & The Destroyers	300134
13588	George Winston	213007
10225	Georges Bizet	478235
7206	Georges Brassens	207346
8828	Georges Delerue	92760
3899	Gepe	60539
14073	Geraint Watkins	6262
11657	Gerald Garcia	11163
7583	Geraldo Pino	16557
14009	Gerhard Oppitz, Dmitry Sitkovetzky, David Geringas	9
798	Geri Halliwell	337201
11656	Gerry Mulligan	246102
4363	Gerry Rafferty	376523
10344	Gert Wilden & Orchestra	16436
7468	Gescom	93964
13261	Get Bent	12846
7323	Get Cape. Wear Cape. Fly	194360
11145	Get Far	64434
1675	Get Scared	113617
6951	Gevende	35622
7600	Ghetto Blaster	10163
13867	Ghost	346471
2374	Ghost Brigade	87595
2921	Ghostface Killah	625804
17936	Ghostlimb	11369
11793	Ghosts	128327
6670	Ghosts of Breslau	10247
17999	Ghulam Ali	16775
13957	Giacinto Scelsi	41614
10224	Giacomo Puccini	367394
5616	Gianluca Grignani	90778
5617	Gianna Nannini	138161
10339	Gianni Ferrio	25807
15669	Gianni Morandi	57987
665	Giannis Ploutarxos	7252
4412	Giant Sand	121094
13076	Gibonni	21817
2728	Gidropony	25338
3985	Gigi D'Agostino	461253
15685	Gigi D'Alessio	40322
8822	Gigliola Cinquetti	26109
7259	Gil Scott-Heron	462935
6038	Gil Scott-Heron and Jamie xx	223123
10376	Gil Trythall	4426
2631	Gilbert & Sullivan	9073
11763	Gilberto Gil	339360
15341	Gilberto Santa Rosa	156821
15908	Gilda	16614
6573	Giles, Giles & Fripp	32682
4524	Gillian Welch	345050
780	Gimmik	46916
4371	Gin Blossoms	617769
1594	Gina Rene, Gabriel Rene, Lindsay Lohan, Rachel McAdams, Lacey Chabert, & Amanda Seyfried	1312
10321	Ginger Ninja	35904
15248	Gino Fioravanti	2095
6384	Ginuwine	813875
10076	Giorgia	100797
2073	Giorgia Fumanti	15974
6586	Giorgio Moroder	345949
650	Giorgos Papadopoulos	2952
14391	Giovanni Allevi	124069
16330	Giovanni Battista Pergolesi	160163
17539	Giovanni Caruso e o Escambau	913
4037	Gipsy Kings	579048
12362	Giraffes? Giraffes!	92486
3673	Girl Talk	438386
16143	Girl Thing	6369
11618	Girlfriends	24874
1451	Girlicious	237844
6210	Girls	594780
906	Girls Aloud	720831
6262	Girls Can't Catch	50518
7892	Girls in Hawaii	137646
4278	Girlschool	99778
16724	Girly Berry	1286
7830	Gisa Alves	44
16593	Gitane DeMone	20090
15943	Giulia	9149
7523	Giuliano Palma & The Bluebeaters	27222
4955	Giuni Russo	21627
16329	Giuseppe Tartini	76844
16331	Giuseppe Torelli	55042
5982	Giuseppe Verdi	507757
8020	Giusy Ferreri	41379
6868	Gjoko Taneski	5538
13278	Gladiator Theme	184
10151	Gladys Knight & The Pips	556286
7760	Glamour Of The Kill	113516
4032	Glass Candy	279097
13160	Glass Tiger	66346
9202	Glass Vaults	19914
14663	Glass and Glue	657
3718	Glassjaw	312233
6920	Glasvegas	407769
679	Glee Cast	1026407
5121	Glee Cast	29
14334	Glee Club Cast	-1
9373	Glee䮥	1
4410	Glejs	5989
12681	Glen Campbell	400873
14490	Glen Glenn	17868
17736	Glen Hansard	524471
8716	Glen Hansard & Markéta Irglová	391253
17492	Glen Phillips	57734
17491	Glen Phillips with Nickel Creek	73
9290	Glenda Collins	6696
7387	Glenn Branca	71860
8843	Glenn Gould	303159
4981	Glenn Medeiros	91404
2459	Glenn Miller	562123
5163	Glenn Tipton	15401
17509	Glenn Underground	34815
1334	Glis	34896
6216	Gliss	55012
4282	Glittertind	34055
16746	Global Communication	209540
12987	Global Deejays	292961
6104	Global Stage Orchestra	11539
6250	Globus	94941
1041	Gloria	113427
2023	Gloria Estefan	501393
17516	Gloria Gaynor	587432
795	Gloria Trevi	117367
1462	Gloriana	253243
2760	Glorior Belli	23855
10442	Glorious Bankrobbers	1332
10619	Gluecifer	84266
1941	Gnarls Barkley	1603953
3517	Gnaw Their Tongues	21386
11132	Gnawa Diffusion	27303
17335	Gnawa Njoum Experience	1838
13015	Go	7808
16892	Go Betty Go	45628
112	Go Koyashiki	196
15864	Go Sailor	37808
6884	Go West	242122
7897	Go:Audio	47425
16868	Goapele	186058
16392	Goatika Creative Lab	2876
13871	Goatmoon	13484
9442	Goatsnake	80587
10070	Gob	211450
10370	Goblin	115974
15140	God Help the Girl	105555
162	God Is an Astronaut	679191
17236	God Lives Underwater	60503
41	God Module	109895
18553	God Or Julie	9546
3523	Godflesh	131781
11518	Godhead	166889
17549	Godsilla	15934
2380	Godsmack	1479986
6048	Godspeed You! Black Emperor	655836
6108	Goemon Production Team	1184
200	Gogol Bordello	649946
2172	Gojira	410622
15031	Gold City	7968
3695	Gold Panda	465615
8433	Golden Horn Ensemble	1018
7329	Goldfinger	802957
58	Goldfrapp	1686520
7184	Goldheart Assembly	29675
18067	Goldie	179290
1744	Goldmund	409829
15502	Golliwog	6057
7143	Gomez	520542
13390	Gondwana	101050
5302	Gong	173279
8214	Gonjasufi	155009
16754	Gonzales	362079
3427	Goo Goo Dolls	2070360
536	Good Charlotte	1793363
12754	Good Luck	21794
14204	Good Old War	236327
6560	Good Riddance	214242
5429	Good Shoes	420313
17379	Good Weather for an Airstrike	47075
18073	Goodie Mob	168753
6610	Goodnight Sunrise	22430
4634	Goodphellas	111
8956	Googoosh	29183
6054	Goose	261652
14011	Goot	36577
2330	Goran Bregović	318128
8695	Gordian Knot	55974
17417	Gordon Hempton	11173
8333	Gorefest	55606
6807	Goresoerd	2022
28	Gorgoroth	184213
16882	Gorilla	13573
16083	Gorilla Zoe	605318
88	Gorillaz	3566662
10895	Gorod	46601
18260	Gorump Peyya	3416
4769	Gosia Andrzejewicz	26981
17168	Gosling	12008
539	Gossip	959243
